"number"	"rank"	"title"	"studio"	"worldwide"	"domestic"	"overseas"	"release_year"	"genre"	"mpaa"	"theater"	"rating"	"genre1"	"genre2"	"ow"	"runt"	"weeks"	"director1"	"director2"	"star1"	"star2"	"per"	"budget"	"series"	"title1"	"rn"	"to_rating"	"sh"	"bb"
"481"	481	481	"Hercules"	"Par."	244.8	72.7	172.1	2014	"AA"	"PG-13"	3595	7.2	"AA"	""	29.8	98	12	"Ron Clements"	"John Musker"	"Tate Donovan"	"Josh Keaton"	"ss"	100	0	"hercules"	52	72	0	0.73
"482"	482	482	"Back to the Future Part III"	"Uni."	244.5	87.7	156.8	1990	"Western"	"PG"	NA	7.4	"Western"	""	NA	118	NA	"Robert Zemeckis"	""	"Michael J. Fox"	"Christopher Lloyd"	"ss"	40	1	"backtothefuturepartiii"	43	62	0	2.19
"483"	483	483	"Rush Hour"	"NL"	244.4	141.2	103.2	1998	"Action Comedy"	"PG-13"	NA	6.9	"Action"	"Comedy"	NA	97	NA	"Brett Ratner"	""	"Ken Leung"	"Jackie Chan"	"ns"	33	0	"rushhour"	70	48	0	4.28
"484"	484	484	"After Earth"	"Sony"	243.8	60.5	183.3	2013	"Sci-Fi"	"PG-13"	3401	4.9	"Sci-Fi"	""	27.5	100	11.4	"M. Night Shyamalan"	""	"Jaden Smith"	"Will Smith"	"ss"	130	0	"afterearth"	0	0	0	0.47
"485"	485	485	"Pixels"	"Sony"	243.5	78.7	164.7	2015	"Action Comedy"	"PG-13"	3723	5.7	"Action"	"Comedy"	24	105	15.4	"Chris Columbus"	""	"Adam Sandler"	"Kevin James"	"ss"	88	0	"pixels"	0	0	0	0.89
"486"	486	486	"A Few Good Men"	"Col."	243.2	141.3	101.9	1992	"Drama / Thriller"	"R"	NA	7.6	"Drama"	"Thriller"	NA	138	NA	"Rob Reiner"	""	"Tom Cruise"	"Jack Nicholson"	"hs"	40	0	"afewgoodmen"	57	70	0	3.53
"487"	487	487	"Cloudy with a Chance of Meatballs"	"Sony"	243	124.9	118.1	2009	"Animation"	"PG"	NA	7	"Animation"	""	NA	81	NA	"Phil Lord"	"Christopher Miller"	"Bill Hader"	"Anna Faris"	"ns"	100	0	"cloudywithachanceofmeatballs"	139	76	0	1.25
"488"	488	488	"8 Mile"	"Uni."	242.9	116.8	126.1	2002	"Music Drama"	"R"	2585	7	"Music"	"Drama"	51.2	118	20	"Curtis Hanson"	""	"Eminem"	"Kim Basinger"	"ns"	41	0	"8mile"	206	64	0	2.85
"489"	489	489	"Marley and Me"	"Fox"	242.7	143.2	99.6	2008	"Comedy"	"PG"	3505	7.1	"Comedy"	""	36.4	120	18.1	"David Frankel"	""	"Owen Wilson"	"Jennifer Aniston"	"hs"	NA	0	"marleyandme"	0	0	0	NA
"490"	490	490	"RoboCop"	"Sony"	242.7	58.6	184.1	2014	"Sci-Fi Action"	"PG-13"	3372	5.7	"Sci-Fi"	"Action"	21.7	108	13.7	"Irvin Kershner"	""	"Belinda Bauer"	"John Glover"	"ns"	100	0	"robocop"	0	0	0	0.59
"491"	491	491	"Eraser"	"WB"	242.3	101.3	141	1996	"Action"	"R"	NA	6.1	"Action"	""	NA	115	NA	"Chuck Russell"	""	"Arnold Schwarzenegger"	"James Caan"	"ss"	100	0	"eraser"	45	24	0	1.01
"492"	492	492	"Journey to the Center of the Earth"	"WB (NL)"	242	101.7	140.3	2008	"Adventure"	"PG"	2830	5.8	"Adventure"	""	21	92	22	"Eric Brevig"	""	"Brendan Fraser"	"Josh Hutcherson"	"ss"	60	0	"journeytothecenteroftheearth"	0	0	0	1.7
"493"	493	493	"Resident Evil: Retribution"	"SGem"	240.2	42.3	197.8	2012	"Action Horror"	"R"	3016	5.4	"Action"	"Horror"	21.1	95	8.4	"Paul W.S. Anderson"	""	"Milla Jovovich"	"Sienna Guillory"	"ns"	65	1	"residentevil:retribution"	0	0	0	0.65
"494"	494	494	"Die Hard 2: Die Harder"	"Fox"	240	117.5	122.5	1990	"Action Thriller"	"R"	2507	7.1	"Action"	"Thriller"	NA	124	NA	"Renny Harlin"	""	"Bruce Willis"	"Bonnie Bedelia"	"ss"	70	1	"diehard2:dieharder"	0	0	0	1.68
"495"	495	495	"Crocodile Dundee II"	"Par."	239.6	109.3	130.3	1988	"Adventure Comedy"	"PG"	NA	5.5	"Adventure"	"Comedy"	NA	110	NA	"John Cornell"	""	"Paul Hogan"	"Linda Kozlowski"	"ss"	NA	0	"crocodiledundeeii"	0	0	0	NA
"496"	496	496	"Planes"	"BV"	239.3	90.3	149	2013	"Animation"	"PG"	3716	5.8	"Animation"	""	22.2	92	19	"Klay Hall"	""	"Dane Cook"	"Stacy Keach"	"ss"	50	0	"planes"	0	0	0	1.81
"497"	497	497	"Batman and Robin"	"WB"	238.2	107.3	130.9	1997	"AA"	"PG-13"	2942	3.7	"AA"	""	NA	125	NA	"Joel Schumacher"	""	"Arnold Schwarzenegger"	"George Clooney"	"ss"	125	0	"batmanandrobin"	0	0	2	0.86
"498"	498	498	"Click"	"SonR"	237.7	137.4	100.3	2006	"Fantasy Comedy"	"PG-13"	3764	6.4	"Fantasy"	"Comedy"	NA	97	NA	"Frank Coraci"	""	"Adam Sandler"	"Kate Beckinsale"	"ss"	82.5	0	"click"	0	0	0	1.67
"499"	499	499	"Gulliver's Travels"	"Fox"	237.4	42.8	194.6	2010	"Adventure Comedy"	"PG"	3089	4.9	"Adventure"	"Comedy"	6.3	85	15.9	"Rob Letterman"	""	"Jack Black"	"Jason Segel"	"hs"	112	0	"gulliver'stravels"	0	0	0	0.38
"500"	500	500	"Gone in 60 Seconds"	"BV"	237.2	101.6	135.6	2000	"Action"	"PG-13"	3089	6.5	"Action"	""	NA	117	NA	"Dominic Sena"	""	"Nicolas Cage"	"Giovanni Ribisi"	"ss"	90	0	"gonein60seconds"	0	0	0	1.13
"501"	501	501	"Saturday Night Fever"	"Par."	237.1	94.2	142.9	1977	"Music Drama"	"R"	NA	6.8	"Music"	"Drama"	NA	118	NA	"John Badham"	""	"John Travolta"	"Karen Lynn Gorney"	"hs"	NA	0	"saturdaynightfever"	0	0	0	NA
"502"	502	502	"Silver Linings Playbook"	"Wein."	236.4	132.1	104.3	2012	"Comedy"	"R"	NA	7.8	"Comedy"	""	NA	122	NA	"David O. Russell"	""	"Bradley Cooper"	"Jennifer Lawrence"	"ns"	21	0	"silverliningsplaybook"	228	81	0	6.29
"503"	503	503	"2 Fast 2 Furious"	"Uni."	236.4	127.2	109.2	2003	"Action"	"PG-13"	3418	5.8	"Action"	""	50.5	101	19	"John Singleton"	""	"Paul Walker"	"Tyrese Gibson"	"ss"	76	0	"2fast2furious"	0	0	0	1.67
"504"	504	504	"A.I. Artificial Intelligence"	"WB"	235.9	78.6	157.3	2001	"Sci-Fi"	"PG-13"	NA	7.1	"Sci-Fi"	""	NA	145	NA	"Steven Spielberg"	""	"Haley Joel Osment"	"Frances O'Connor"	"ss"	100	0	"a.i.artificialintelligence"	190	61	0	0.79
"505"	505	505	"Dead Poets Society"	"BV"	235.9	95.9	140	1989	"Drama"	"PG"	NA	8	"Drama"	""	NA	128	NA	"Peter Weir"	""	"Robin Williams"	"Robert Sean Leonard"	"ss"	NA	0	"deadpoetssociety"	54	74	0	NA
"506"	506	506	"Spy"	"Fox"	235.7	110.8	124.8	2015	"Comedy"	"PG-13"	NA	7.1	"Comedy"	""	NA	96	NA	"Paul Feig"	""	"Jude Law"	"Raad Rawi"	"hs"	NA	0	"spy"	40	68	0	NA
"507"	507	507	"American Pie"	"Uni."	235.5	102.6	132.9	2015	"Comedy"	"R"	3715	7	"Comedy"	""	29.1	120	18	"Paul Weitz"	"Chris Weitz"	"Jason Biggs"	"Chris Klein"	"ss"	65	0	"americanpie"	123	49	0	1.58
"508"	508	508	"Howl's Moving Castle"	"BV"	235.2	4.7	230.5	1999	"Comedy"	"R"	NA	8.2	"Comedy"	""	NA	95	NA	"Hayao Miyazaki"	""	"Chieko Baish_"	"Takuya Kimura"	"ss"	11	0	"howl'smovingcastle"	172	76	0	0.43
"509"	509	509	"American Reunion"	"Uni."	235	57	178	2005	"Animation"	"PG"	NA	6.7	"Animation"	""	NA	119	NA	"Jon Hurwitz"	"Hayden Schlossberg"	"Jason Biggs"	"Alyson Hannigan"	"ss"	NA	0	"americanreunion"	0	0	0	NA
"510"	510	510	"Big Daddy"	"Sony"	234.8	163.5	71.3	2012	"Comedy"	"R"	3203	6.4	"Comedy"	""	NA	113	NA	"Dennis Dugan"	""	"Adam Sandler"	"Joey Lauren Adams"	"ns"	50	0	"bigdaddy"	0	0	0	3.27
"511"	511	511	"Daddy's Home"	"Par."	234.7	148	86.7	1999	"Comedy"	"PG-13"	3254	5.8	"Comedy"	""	NA	93	NA	"Amy Heckerling"	""	"John Travolta"	"Kirstie Alley"	"ss"	34.2	0	"daddy'shome"	0	0	0	4.33
"512"	512	512	"The Day the Earth Stood Still"	"Fox"	233.1	79.4	153.7	2008	"Sci-Fi"	"PG-13"	3560	5.5	"Sci-Fi"	""	30.5	110	16	"Scott Derrickson"	""	"Keanu Reeves"	"Jennifer Connelly"	"hs"	80	0	"thedaytheearthstoodstill"	0	0	0	0.99
"513"	513	513	"The Girl with the Dragon Tattoo"	"Sony"	232.6	102.5	130.1	2011	"Thriller"	"R"	2950	2.6	"Thriller"	""	12.8	160	13.3	"Craig Moss"	""	"Ashley Martin"	"Austin Michael Scott"	"hs"	90	0	"thegirlwiththedragontattoo"	176	75	0	1.14
"514"	514	514	"Argo"	"WB"	232.3	136	96.3	2012	"Drama / Thriller"	"R"	3247	7.8	"Drama"	"Thriller"	NA	120	NA	"Ben Affleck"	""	"Ben Affleck"	"Bryan Cranston"	"ns"	44.5	0	"argo"	86	83	0	3.06
"515"	515	515	"The English Patient"	"Mira."	232	78.7	153.3	1996	"Romance"	"R"	NA	7.4	"Romance"	""	NA	162	NA	"Anthony Minghella"	""	"Ralph Fiennes"	"Juliette Binoche"	"ns"	27	0	"theenglishpatient"	76	73	0	2.91
"516"	516	516	"Sister Act"	"BV"	231.6	139.6	92	1992	"Comedy"	"PG"	NA	6.2	"Comedy"	""	NA	100	NA	"Emile Ardolino"	""	"Whoopi Goldberg"	"Maggie Smith"	"ss"	NA	0	"sisteract"	0	0	0	NA
"517"	517	517	"American Wedding"	"Uni."	231.4	104.6	126.9	2003	"Comedy"	"R"	NA	6.3	"Comedy"	""	NA	102	NA	"Jesse Dylan"	""	"Jason Biggs"	"Seann William Scott"	"ss"	55	0	"americanwedding"	0	0	0	1.9
"518"	518	518	"Juno"	"FoxS"	231.4	143.5	87.9	2007	"Comedy / Drama"	"PG-13"	NA	7.5	"Comedy"	"Drama"	NA	91	NA	"Jason Reitman"	""	"Ellen Page"	"Michael Cera"	"hs"	7.5	0	"juno"	206	83	0	19.13
"519"	519	519	"Constantine"	"WB"	230.9	76	154.9	2005	"Horror"	"R"	3006	6.9	"Horror"	""	NA	121	NA	"Francis Lawrence"	""	"Keanu Reeves"	"Rachel Weisz"	"ns"	100	0	"constantine"	0	0	0	0.76
"520"	520	520	"Get Smart"	"WB"	230.7	130.3	100.4	2008	"Action Comedy"	"PG-13"	3915	6.5	"Action"	"Comedy"	38.7	110	20	"Peter Segal"	""	"Steve Carell"	"Anne Hathaway"	"ss"	80	0	"getsmart"	0	0	0	1.63
"521"	521	521	"Space Jam"	"WB"	230.4	90.4	140	1996	"Family Comedy"	"PG"	NA	6.3	"Family"	"Comedy"	NA	88	NA	"Joe Pytka"	""	"Michael Jordan"	"Wayne Knight"	"ns"	NA	0	"spacejam"	50	24	0	NA
"522"	522	522	"The Heat"	"Fox"	229.9	159.6	70.3	2013	"Comedy"	"R"	3184	6.6	"Comedy"	""	39.1	117	24	"Paul Feig"	""	"Sandra Bullock"	"Melissa McCarthy"	"ss"	43	0	"theheat"	0	0	0	3.71
"523"	523	523	"Mr. Bean's Holiday"	"Uni."	229.7	33.3	196.4	2007	"Comedy"	"G"	NA	6.3	"Comedy"	""	NA	90	NA	"Steve Bendelack"	""	"Rowan Atkinson"	"Steve Pemberton"	"ss"	NA	0	"mr.bean'sholiday"	0	0	0	NA
"524"	524	524	"Life Is Beautiful"	"Mira."	229.2	57.6	171.6	1998	"Foreign"	"PG-13"	NA	8.6	"Foreign"	""	NA	116	NA	"Roberto Benigni"	""	"Roberto Benigni"	"Nicoletta Braschi"	"ns"	NA	0	"lifeisbeautiful"	86	69	0	NA
"525"	525	525	"Ghost Rider"	"Sony"	228.7	115.8	112.9	2007	"Action Horror"	"PG-13"	3620	5.2	"Action"	"Horror"	45.4	110	11	"Mark Steven Johnson"	""	"Matt Long"	"Raquel Alessi"	"ns"	110	0	"ghostrider"	0	0	0	1.05
"526"	526	526	"Lethal Weapon 2"	"WB"	227.9	147.3	80.6	1989	"Action Comedy"	"R"	1830	7.2	"Action"	"Comedy"	NA	113	NA	"Richard Donner"	""	"Mel Gibson"	"Danny Glover"	"ss"	NA	1	"lethalweapon2"	0	0	0	NA
"527"	527	527	"The Green Hornet"	"Sony"	227.8	98.8	129	2011	"AA"	"PG-13"	3584	5.9	"AA"	""	NA	108	NA	"Michel Gondry"	""	"Seth Rogen"	"Jay Chou"	"ns"	120	0	"thegreenhornet"	0	0	0	0.82
"528"	528	528	"Sleepless in Seattle"	"TriS"	227.8	126.7	101.1	1993	"Romantic Comedy"	"PG"	1657	6.8	"Romantic"	"Comedy"	NA	105	NA	"Nora Ephron"	""	"Tom Hanks"	"Ross Malinger"	"ss"	21	0	"sleeplessinseattle"	46	60	0	6.03
"529"	529	529	"The Imitation Game"	"Wein."	227.8	91.1	136.6	2014	"Drama"	"PG-13"	NA	8.1	"Drama"	""	NA	114	NA	"Morten Tyldum"	""	"Benedict Cumberbatch"	"Keira Knightley"	"hs"	NA	0	"theimitationgame"	235	79	0	NA
"530"	530	530	"Immortals"	"Rela."	226.9	83.5	143.4	2011	"Fantasy Drama"	"R"	3120	6.1	"Fantasy"	"Drama"	32.2	110	15	"Tarsem Singh"	""	"Henry Cavill"	"Mickey Rourke"	"ns"	75	0	"immortals"	0	0	0	1.11
"531"	531	531	"Taken"	"Fox"	226.8	145	81.8	2009	"Action"	"PG-13"	3184	7.9	"Action"	""	24.7	93	23	"Pierre Morel"	""	"Liam Neeson"	"Maggie Grace"	"ns"	25	0	"taken"	58	80	0	5.8
"532"	532	532	"Percy Jackson & The Olympians: The Lightning Thief"	"Fox"	226.5	88.8	137.7	2010	"Fantasy"	"PG"	3396	5.9	"Fantasy"	""	31.2	120	20	"Chris Columbus"	""	"Logan Lerman"	"Brandon T. Jackson"	"ns"	95	1	"percyjackson&theolympians:thelightningthief"	0	0	0	0.93
"533"	533	533	"Hansel and Gretel: Witch Hunters"	"Par."	226.3	55.7	170.6	2013	"Action Comedy"	"R"	3375	6.1	"Action"	"Comedy"	19.7	88	13	"Tommy Wirkola"	""	"Jeremy Renner"	"Gemma Arterton"	"ns"	50	1	"hanselandgretel:witchhunters"	0	0	0	1.11
"534"	534	534	"Good Will Hunting"	"Mira."	225.9	138.4	87.5	1997	"Drama"	"R"	NA	8.3	"Drama"	""	NA	126	NA	"Gus Van Sant"	""	"Matt Damon"	"Robin Williams"	"hs"	NA	0	"goodwillhunting"	70	86	0	NA
"535"	535	535	"The Social Network"	"Sony"	224.9	97	128	2010	"Comedy / Drama"	"PG-13"	2921	7.7	"Comedy"	"Drama"	22.4	120	22	"David Fincher"	""	"Jesse Eisenberg"	"Rooney Mara"	"ns"	40	0	"thesocialnetwork"	288	85	0	2.42
"536"	536	536	"Chicken Run"	"DW"	224.8	106.8	118	2000	"Animation"	"G"	2953	7	"Animation"	""	NA	84	NA	"Peter Lord"	"Nick Park"	"Phil Daniels"	"Lynn Ferguson"	"ss"	45	0	"chickenrun"	170	86	0	2.37
"537"	537	537	"Con Air"	"BV"	224	101.1	122.9	1997	"Action"	"PG"	NA	6.8	"Action"	""	NA	115	NA	"Simon West"	""	"Colm Meaney"	"Mykelti Williamson"	"ss"	NA	0	"conair"	63	42	0	NA
"538"	538	538	"Interview with the Vampire"	"WB"	223.7	105.3	118.4	1994	"Period Horror"	"R"	2941	7.6	"Period"	"Horror"	24.1	123	19	"Neil Jordan"	""	"Brad Pitt"	"Christian Slater"	"ns"	75	0	"interviewwiththevampire"	51	49	0	1.4
"539"	539	539	"Flightplan"	"BV"	223.4	89.7	133.7	2005	"Thriller"	"R"	NA	6.2	"Thriller"	""	NA	93	NA	"Robert Schwentke"	""	"Jodie Foster"	"Peter Sarsgaard"	"ns"	60	0	"flightplan"	0	0	0	1.5
"540"	540	540	"Yes Man"	"WB"	223.2	97.7	125.6	2008	"Comedy"	"PG-13"	3424	6.8	"Comedy"	""	24.6	104	24	"Peyton Reed"	""	"Jim Carrey"	"Zooey Deschanel"	"hs"	NA	0	"yesman"	0	0	0	NA
"541"	541	541	"Non-Stop"	"Uni."	222.8	92.2	130.6	2014	"Thriller"	"PG-13"	3434	7	"Thriller"	""	18.3	110	15	"Jaume Collet-Serra"	""	"Liam Neeson"	"Julianne Moore"	"ns"	70	0	"nonstop"	0	0	0	1.32
"542"	542	542	"Honey I Shrunk the Kids"	"BV"	222.7	130.7	92	1989	"Family Adventure"	"PG-13"	3183	6.3	"Family"	"Adventure"	NA	101	NA	"Joe Johnston"	""	"Rick Moranis"	"Matt Frewer"	"ss"	50	0	"honeyishrunkthekids"	0	0	0	2.61
"543"	543	543	"Fahrenheit 9/11"	"Lions"	222.4	119.2	103.3	2004	"Documentary"	"PG"	NA	7.5	"Documentary"	""	NA	116	NA	"Michael Moore"	""	"Ben Affleck"	"Stevie Wonder"	"ss"	NA	0	"fahrenheit9/11"	229	72	0	NA
"544"	544	544	"Jumper"	"Fox"	222.2	80.2	142.1	2008	"Fantasy"	"R"	NA	6.1	"Fantasy"	""	NA	90	NA	"Doug Liman"	""	"Hayden Christensen"	"Jamie Bell"	"ns"	6	0	"jumper"	0	0	0	13.37
"545"	545	545	"Wild Wild West"	"WB"	222.1	113.8	108.3	1999	"Western Comedy"	"PG-13"	3430	4.8	"Western"	"Comedy"	27.4	107	21.1	"Barry Sonnenfeld"	""	"Will Smith"	"Kevin Kline"	"ss"	85	0	"wildwildwest"	0	0	0	1.34
"546"	546	546	"Presumed Innocent"	"WB"	221.3	86.3	135	1990	"Thriller"	"PG-13"	3342	6.9	"Thriller"	""	NA	127	NA	"Alan J. Pakula"	""	"Harrison Ford"	"Brian Dennehy"	"ss"	170	0	"presumedinnocent"	49	75	0	0.51
"547"	547	547	"Scary Movie 3"	"Dim."	220.7	110	110.7	2003	"Horror Comedy"	"R"	NA	5.4	"Horror"	"Comedy"	NA	90	NA	"David Zucker"	""	"Pamela Anderson"	"Jenny McCarthy"	"ns"	NA	1	"scarymovie3"	0	0	0	NA
"548"	548	548	"Elf"	"NL"	220.4	173.4	47	2003	"Comedy"	"PG-13"	3505	6.9	"Comedy"	""	48.1	95	17	"Jon Favreau"	""	"Will Ferrell"	"James Caan"	"ns"	48	0	"elf"	82	73	0	3.61
"549"	549	549	"Green Lantern"	"WB"	219.9	116.6	103.3	2011	"AA"	"PG"	3381	5.6	"AA"	""	31.1	105	17	"Martin Campbell"	""	"Ryan Reynolds"	"Blake Lively"	"ss"	33	0	"greenlantern"	0	0	0	3.53
"550"	550	550	"The Terminal"	"DW"	219.4	77.9	141.5	2004	"Comedy / Drama"	"PG-13"	3816	7.3	"Comedy"	"Drama"	53.2	128	15	"Steven Spielberg"	""	"Tom Hanks"	"Catherine Zeta-Jones"	"ss"	200	0	"theterminal"	0	0	0	0.39
"551"	551	551	"What Happens in Vegas"	"Fox"	219.4	80.3	139.1	2008	"Comedy"	"PG-13"	2914	6.1	"Comedy"	""	NA	99	NA	"Tom Vaughan"	""	"Cameron Diaz"	"Ashton Kutcher"	"ns"	60	0	"whathappensinvegas"	0	0	0	1.34
"552"	552	552	"It's Complicated"	"Uni."	219.1	112.7	106.4	2009	"Romantic Comedy"	"PG-13"	3255	6.6	"Romantic"	"Comedy"	20.2	118	19	"Nancy Meyers"	""	"Meryl Streep"	"Steve Martin"	"hs"	35	0	"it'scomplicated"	0	0	0	3.22
"553"	553	553	"Knocked Up"	"Uni."	219.1	148.8	70.3	2007	"Romantic Comedy"	"R"	2955	7	"Romantic"	"Comedy"	22.1	129	14	"Judd Apatow"	""	"Seth Rogen"	"Katherine Heigl"	"ss"	85	0	"knockedup"	238	79	0	1.75
"554"	554	554	"Captain Phillips"	"Sony"	218.8	107.1	111.7	2013	"Drama"	"R"	NA	7.9	"Drama"	""	NA	134	NA	"Paul Greengrass"	""	"Tom Hanks"	"Catherine Keener"	"ns"	30	0	"captainphillips"	239	82	0	3.57
"555"	555	555	"The Prince of Egypt"	"DW"	218.6	101.4	117.2	1998	"Animation"	"PG-13"	3143	7	"Animation"	""	25.7	99	20.4	"Brenda Chapman"	"Steve Hickner"	"Val Kilmer"	"Ralph Fiennes"	"hs"	55	0	"theprinceofegypt"	85	67	0	1.84
"556"	556	556	"Jack Reacher"	"Par."	218.3	80.1	138.3	2012	"Crime Drama"	"PG"	NA	7	"Crime"	"Drama"	NA	130	NA	"Christopher McQuarrie"	""	"Tom Cruise"	"Rosamund Pike"	"hs"	70	0	"jackreacher"	0	0	0	1.14
"557"	557	557	"Collateral"	"DW"	217.8	101	116.8	2004	"Crime"	"PG-13"	3352	7.6	"Crime"	""	15.2	125	13	"Michael Mann"	""	"Tom Cruise"	"Jamie Foxx"	"ss"	60	0	"collateral"	228	75	0	1.68
"558"	558	558	"Dracula Untold"	"Uni."	217.1	56.3	160.8	2014	"Action Horror"	"R"	3205	6.3	"Action"	"Horror"	24.7	92	14	"Gary Shore"	""	"Luke Evans"	"Sarah Gadon"	"ns"	65	0	"draculauntold"	0	0	0	0.87
"559"	559	559	"Million Dollar Baby"	"WB"	216.8	100.5	116.3	2004	"Sports Drama"	"PG-13"	2900	8.1	"Sports"	"Drama"	NA	137	NA	"Clint Eastwood"	""	"Clint Eastwood"	"Hilary Swank"	"hs"	70	0	"milliondollarbaby"	253	80	0	1.44
"560"	560	560	"Ted 2"	"Uni."	216.7	81.5	135.2	2015	"Comedy"	"PG-13"	NA	6.4	"Comedy"	""	NA	115	NA	"Seth MacFarlane"	""	"Mark Wahlberg"	"Seth MacFarlane"	"ss"	30	1	"ted2"	0	0	0	2.72
"561"	561	561	"The Help"	"BV"	216.6	169.7	46.9	2011	"Drama"	"R"	3448	8.1	"Drama"	""	NA	137	NA	"Tate Taylor"	""	"Emma Stone"	"Viola Davis"	"ss"	68	0	"thehelp"	0	0	0	2.5
"562"	562	562	"Twins"	"Uni."	216.6	111.9	104.7	1988	"Comedy"	"PG-13"	NA	6	"Comedy"	""	NA	105	NA	"Ivan Reitman"	""	"Arnold Schwarzenegger"	"Danny DeVito"	"hs"	25	0	"twins"	142	76	0	4.48
"563"	563	563	"Valentine's Day"	"WB (NL)"	216.5	110.5	106	2010	"Romantic Comedy"	"PG"	1659	5.8	"Romantic"	"Comedy"	NA	117	NA	"Garry Marshall"	""	"Jessica Alba"	"Kathy Bates"	"ns"	15	0	"valentine'sday"	0	0	0	7.37
"564"	564	564	"Bad Teacher"	"Sony"	216.2	100.3	115.9	2011	"Comedy"	"PG-13"	3665	5.7	"Comedy"	""	56.3	89	12	"Jake Kasdan"	""	"Cameron Diaz"	"Lucy Punch"	"ss"	52	0	"badteacher"	0	0	0	1.93
"565"	565	565	"Clear and Present Danger"	"Par."	215.9	122.2	93.7	1994	"Action Thriller"	"R"	NA	6.9	"Action"	"Thriller"	NA	141	NA	"Phillip Noyce"	""	"Harrison Ford"	"Willem Dafoe"	"ss"	20	0	"clearandpresentdanger"	0	0	0	6.11
"566"	566	566	"101 Dalmatians"	"Dis."	215.9	144.9	71	1961	"Animation"	"PG-13"	NA	7.2	"Animation"	""	NA	79	NA	"Clyde Geronimi"	"Hamilton Luske"	"Rod Taylor"	"J. Pat O'Malley"	"ns"	62	0	"101dalmatians"	0	0	0	2.34
"567"	567	567	"Bram Stoker's Dracula"	"Col."	215.9	82.5	133.3	1992	"Period Horror"	"G"	NA	7.5	"Period"	"Horror"	NA	127	NA	"Francis Ford Coppola"	""	"Gary Oldman"	"Winona Ryder"	"ns"	NA	0	"bramstoker'sdracula"	48	67	0	NA
"568"	568	568	"Vertical Limit"	"Sony"	215.7	69.2	146.4	2015	"Family Comedy"	"R"	NA	5.9	"Family"	"Comedy"	NA	86	NA	"Martin Campbell"	""	"Chris O'Donnell"	"Robin Tunney"	"hs"	40	0	"verticallimit"	0	0	0	1.73
"569"	569	569	"Alvin and the Chipmunks: The Road Chip"	"Fox"	215.6	84.6	131	2000	"Action"	"PG-13"	NA	4.2	"Action"	""	NA	124	NA	"Walt Becker"	""	"Jason Lee"	"Justin Long"	"hs"	75	1	"alvinandthechipmunks:theroadchip"	0	0	0	1.13
"570"	570	570	"Ghostbusters II"	"Col."	215.4	112.5	102.9	1989	"Horror Comedy"	"PG"	2410	6.5	"Horror"	"Comedy"	NA	102	NA	"Ivan Reitman"	""	"Bill Murray"	"Dan Aykroyd"	"ss"	NA	0	"ghostbustersii"	0	0	0	NA
"571"	571	571	"The Patriot"	"Sony"	215.3	113.3	102	2000	"War"	"R"	3061	7.1	"War"	""	NA	164	NA	"Roland Emmerich"	""	"Mel Gibson"	"Heath Ledger"	"ss"	110	0	"thepatriot"	134	49	0	1.03
"572"	572	572	"The Sorcerer's Apprentice"	"BV"	215.3	63.2	152.1	2010	"Fantasy"	"PG"	3504	6.1	"Fantasy"	""	17.6	111	15.3	"Jon Turteltaub"	""	"Nicolas Cage"	"Jay Baruchel"	"ss"	150	0	"thesorcerer'sapprentice"	0	0	0	0.42
"573"	573	573	"Just Go With It"	"Sony"	214.9	103	111.9	2011	"Romantic Comedy"	"PG-13"	3548	6.4	"Romantic"	"Comedy"	30.5	110	14	"Dennis Dugan"	""	"Adam Sandler"	"Jennifer Aniston"	"ns"	80	0	"justgowithit"	0	0	0	1.29
"574"	574	574	"Public Enemies"	"Uni."	214.1	97.1	117	2009	"Crime Drama"	"R"	3336	7	"Crime"	"Drama"	25.3	143	9.3	"Michael Mann"	""	"David Wenham"	"Christian Stolte"	"ss"	100	0	"publicenemies"	0	0	0	0.97
"575"	575	575	"The Bourne Identity"	"Uni."	214	121.7	92.4	2002	"Action Thriller"	"PG-13"	2663	7.9	"Action"	"Thriller"	NA	118	NA	"Doug Liman"	""	"Matt Damon"	"Franka Potente"	"ss"	60	0	"thebourneidentity"	185	72	0	2.03
"576"	576	576	"Disclosure"	"WB"	214	83	131	1994	"Drama / Thriller"	"R"	NA	6	"Drama"	"Thriller"	NA	129	NA	"Barry Levinson"	""	"Michael Douglas"	"Demi Moore"	"hs"	55	0	"disclosure"	58	47	0	1.51
"577"	577	577	"Dirty Dancing"	"Vest"	214	64	150	1987	"Romance"	"PG-13"	NA	6.9	"Romance"	""	NA	105	NA	"Emile Ardolino"	""	"Jennifer Grey"	"Patrick Swayze"	"ss"	6	0	"dirtydancing"	0	0	0	10.67
"578"	578	578	"Pulp Fiction"	"Mira."	213.9	107.9	106	1994	"Crime"	"R"	NA	8.9	"Crime"	""	NA	154	NA	"Quentin Tarantino"	""	"Tim Roth"	"Laura Lovelace"	"ns"	8	0	"pulpfiction"	77	83	0	13.49
"579"	579	579	"The Aviator"	"Mira."	213.7	102.6	111.1	2004	"Period Drama"	"PG-13"	NA	7.5	"Period"	"Drama"	NA	168	NA	"Martin Scorsese"	""	"Leonardo DiCaprio"	"Cate Blanchett"	"hs"	110	0	"theaviator"	213	76	0	0.93
