"number" "rank" "title" "studio" "worldwide" "domestic" "overseas" "release_date" "release_year" "genre" "mpaa" "theater" "rating" "genre1" "genre2" "ow" "runt" "weeks" "director1" "director2" "star1" "star2" "budget" "per" "title1" "sh" "shb" "series" "rn" "to_rating" "bb" "price" "adjusted" "adow" "adbudget" "dir_win" "dir_nomi" "st1_win" "st2_win" "st1_nomi" "st2_nomi"
"383" 383 383 "The Departed" "WB" 289.8 132.4 157.5 "October 6" 2006 "Crime Drama" "R" NA 8.5 "Crime" "Drama" NA 150 NA "Martin Scorsese" "" "Leonardo DiCaprio" "Matt Damon" 90 "ns" "thedeparted" 0 0 0 263 80 1.47 "6.55" 175.86 NA 119.54 135 185 85 34 195 122
"384" 384 384 "Shakespeare in Love" "Mira." 289.3 100.3 189 "December 11" 1998 "Period Comedy" "R" NA 7.2 "Period" "Comedy" NA 123 NA "John Madden" "" "Geoffrey Rush" "Tom Wilkinson" 25 "hs" "shakespeareinlove" 0 0 0 130 81 4.01 "4.69" 186.06 NA 46.38 11 18 43 24 75 70
"385" 385 385 "Fantastic Four: Rise of the Silver Surfer" "Fox" 289 131.9 157.1 "June 15" 2007 "AA" "PG" 3963 5.6 "AA" "" 58.1 89 18 "Tim Story" "" "Ioan Gruffudd" "Jessica Alba" 130 "ss" "fantasticfour:riseofthesilversurfer" 4 1 1 NA NA 1.01 "6.88" 166.79 73.47 164.39 0 6 2 14 4 37
"386" 386 386 "Divergent" "LG/S" 288.9 150.9 137.9 "March 21" 2014 "AA" "PG-13" 3936 6.8 "AA" "" 54.6 143 16 "Neil Burger" "" "Shailene Woodley" "Theo James" 85 "ns" "divergent" 0 0 0 NA NA 1.78 "8.17" 160.69 58.14 90.51 2 5 31 3 56 4
"387" 387 387 "Coming to America" "Par." 288.8 128.2 160.6 "June 29" 1988 "Romantic Comedy" "R" NA 6.9 "Romantic" "Comedy" NA 116 NA "John Landis" "" "Eddie Murphy" "Arsenio Hall" NA "ss" "comingtoamerica" 0 0 0 NA NA NA "4.11" 271.37 NA NA 8 14 30 4 67 4
"388" 388 388 "The Bourne Supremacy" "Uni." 288.5 176.2 112.3 "July 23" 2004 "Action Thriller" "PG-13" 3304 7.8 "Action" "Thriller" NA 108 NA "Paul Greengrass" "" "Matt Damon" "Franka Potente" 75 "ss" "thebournesupremacy" 0 0 0 190 70 2.35 "6.21" 246.85 NA 105.07 34 62 34 8 122 7
"389" 389 389 "Bridesmaids" "Uni." 288.4 169.1 119.3 "May 13" 2011 "Comedy" "R" 2958 6.8 "Comedy" "" 26.2 125 20 "Paul Feig" "" "Kristen Wiig" "Terry Crews" 32.5 "ns" "bridesmaids" 0 0 0 265 79 5.2 "7.93" 185.52 28.74 35.66 7 10 8 0 55 17
"390" 390 390 "Sex and the City 2" "WB (NL)" 288.3 95.3 193 "May 27" 2010 "Romantic Comedy" "R" 3445 4.3 "Romantic" "Comedy" 31 147 12.1 "Michael Patrick King" "" "Sarah Jessica Parker" "Kristin Davis" 100 "ss" "sexandthecity2" 0 0 1 NA NA 0.95 "7.89" 105.08 34.18 110.27 6 22 28 5 43 10
"391" 391 391 "Casper" "Uni." 287.9 100.3 187.6 "May 26" 1995 "Family Comedy" "PG" NA 6 "Family" "Comedy" NA 101 NA "Brad Silberling" "" "Chauncey Leopardi" "Spencer Vrooman" NA "ss" "casper" 0 0 0 NA NA NA "4.35" 200.6 NA NA 0 4 1 NA 0 NA
"392" 392 392 "Bee Movie" "P/DW" 287.6 126.6 161 "November 2" 2007 "Animation" "PG" NA 6.2 "Animation" "" NA 90 NA "Steve Hickner" "Simon J. Smith" "Jerry Seinfeld" "Ren¨¦e Zellweger" 150 "ns" "beemovie" 0 0 0 NA NA 0.84 "6.88" 160.09 NA 189.68 1 2 14 25 38 71
"393" 393 393 "American Pie 2" "Uni." 287.6 145.1 142.5 "August 10" 2001 "Comedy" "R" 3157 6.4 "Comedy" "" 45.1 104 19 "J.B. Rogers" "" "Jason Biggs" "Shannon Elizabeth" 30 "ss" "americanpie2" 0 0 1 NA NA 4.84 "5.66" 223.03 69.32 46.11 0 6 4 3 15 4
"394" 394 394 "Pitch Perfect 2" "Uni." 287.5 184.3 103.2 "May 15" 2015 "Comedy" "PG-13" 3660 6.5 "Comedy" "" NA 115 NA "Elizabeth Banks" "" "Anna Kendrick" "Rebel Wilson" 29 "ns" "pitchperfect2" 0 0 1 NA NA 6.36 "8.43" 190.2 NA 29.93 11 32 13 5 57 14
"395" 395 395 "The Green Mile" "WB" 286.8 136.8 150 "December 10" 1999 "Period Drama" "R" 2875 8.5 "Period" "Drama" NA 188 NA "Frank Darabont" "" "Tom Hanks" "David Morse" 60 "hs" "thegreenmile" 0 0 0 132 69 2.28 "5.08" 234.28 NA 102.76 12 24 76 5 115 13
"396" 396 396 "Oblivion" "Uni." 286.2 89.1 197.1 "April 19" 2013 "Sci-Fi Adventure" "PG-13" 3792 7 "Sci-Fi" "Adventure" 37.1 125 10 "Joseph Kosinski" "" "Tom Cruise" "Morgan Freeman" 120 "ns" "oblivion" 0 0 0 NA NA 0.74 "8.13" 95.35 39.7 128.41 NA NA 39 56 76 69
"397" 397 397 "Elysium" "TriS" 286.1 93.1 193.1 "August 9" 2013 "Sci-Fi" "R" 3284 6.6 "Sci-Fi" "" 29.8 109 15.4 "Neill Blomkamp" "" "Matt Damon" "Jodie Foster" 115 "ss" "elysium" 0 0 0 NA NA 0.81 "8.13" 99.63 31.89 123.06 11 32 34 54 122 43
"398" 398 398 "Lethal Weapon 4" "WB" 285.4 130.4 155 "July 10" 1998 "Action Comedy" "R" 3117 6.6 "Action" "Comedy" NA 127 NA "Richard Donner" "" "Mel Gibson" "Danny Glover" 140 "ss" "lethalweapon4" 0 0 1 66 40 0.93 "4.69" 241.89 NA 259.7 9 7 32 22 30 41
"399" 399 399 "Wedding Crashers" "NL" 285.2 209.3 75.9 "July 15" 2005 "Comedy" "R" 3131 7 "Comedy" "" 33.9 113 23.3 "David Dobkin" "" "Owen Wilson" "Vince Vaughn" 40 "ss" "weddingcrashers" 0 0 0 182 63 5.23 "6.41" 284.07 46.01 54.29 1 1 14 7 45 12
"400" 400 400 "John Carter" "BV" 284.1 73.1 211.1 "March 9" 2012 "Sci-Fi Adventure" "PG-13" 3749 6.6 "Sci-Fi" "Adventure" 30.2 132 16 "Andrew Stanton" "" "Taylor Kitsch" "Lynn Collins" 250 "ns" "johncarter" 0 0 0 NA NA 0.29 "7.96" 79.9 33.01 273.24 32 50 2 0 7 2
"401" 401 401 "Turbo" "Fox" 282.6 83 199.5 "July 17" 2013 "Animation" "PG" 3809 6.5 "Animation" "" 21.3 96 21.3 "David Soren" "" "Ryan Reynolds" "Paul Giamatti" 135 "ss" "turbo" 0 0 0 NA NA 0.61 "8.13" 88.82 22.79 144.46 0 2 8 45 32 58
"402" 402 402 "Bridget Jones's Diary" "Mira." 281.9 71.5 210.4 "April 13" 2001 "Romantic Comedy" "R" 2547 6.7 "Romantic" "Comedy" NA 97 NA "Sharon Maguire" "" "Ren¨¦e Zellweger" "Gemma Jones" 25 "ns" "bridgetjones'sdiary" 0 0 0 154 70 2.86 "5.66" 109.9 NA 38.43 0 4 25 3 71 6
"403" 403 403 "The Tourist" "Sony" 278.3 67.6 210.7 "December 10" 2010 "Romantic Thriller" "PG-13" 2756 6 "Romantic" "Thriller" NA 103 NA "Florian Henckel von Donnersmarck" "" "Johnny Depp" "Angelina Jolie" 100 "hs" "thetourist" 0 0 0 NA NA 0.68 "7.89" 74.54 NA 110.27 55 7 65 47 115 93
"404" 404 404 "Scary Movie" "Mira." 278 157 121 "July 7" 2000 "Horror Comedy" "R" 3301 7.2 "Horror" "Comedy" NA 88 NA "Wes Craven" "" "Drew Barrymore" "Roger Jackson" 19 "ss" "scarymovie" 0 0 0 NA NA 8.26 "5.39" 253.41 NA 30.67 10 4 32 0 57 2
"405" 405 405 "XXX" "SonR" 277.4 142.1 135.3 "August 9" 2002 "Action" "PG-13" 3536 5.8 "Action" "" 44.5 113 21.4 "Rob Cohen" "" "Vin Diesel" "Asia Argento" 70 "ss" "xxx" 0 0 0 NA NA 2.03 "5.81" 212.78 66.64 104.82 3 1 7 14 26 13
"406" 406 406 "The Bourne Legacy" "Uni." 276.1 113.2 162.9 "August 10" 2012 "Action" "PG-13" 3753 6.7 "Action" "" 38.1 135 13 "Tony Gilroy" "" "Jeremy Renner" "Scott Glenn" 125 "ss" "thebournelegacy" 0 0 0 NA NA 0.91 "7.96" 123.72 41.64 136.62 4 36 30 0 53 1
"407" 407 407 "Mr. Peabody & Sherman" "Fox" 275.7 111.5 164.2 "March 7" 2014 "Animation" "PG" NA 6.9 "Animation" "" NA 90 NA "Rob Minkoff" "" "Ty Burrell" "Max Charles" 145 "ns" "mr.peabody&sherman" 0 0 0 NA NA 0.77 "8.17" 118.73 NA 154.41 1 4 17 2 33 5
"408" 408 408 "Scooby-Doo" "WB" 275.7 153.3 122.4 "June 14" 2002 "Family Adventure" "PG" 3447 4.9 "Family" "Adventure" 54.2 86 20 "Raja Gosnell" "" "Freddie Prinze Jr." "Sarah Michelle Gellar" 84 "ss" "scoobydoo" 0 0 0 NA NA 1.83 "5.81" 229.55 81.16 125.78 NA NA 8 17 12 29
"409" 409 409 "Lincoln" "BV" 275.3 182.2 93.1 "November 9" 2012 "Historical Drama" "PG-13" NA 7.4 "Historical" "Drama" NA 145 NA "Steven Spielberg" "" "Daniel Day-Lewis" "Sally Field" 65 "ns" "lincoln" 0 0 0 166 72 2.8 "7.96" 199.14 NA 71.04 175 168 136 43 63 70
"410" 410 410 "Spirited Away" "BV" 274.9 10.1 264.9 "September 20" 2002 "Animation" "PG" NA 8.6 "Animation" "" NA 124 NA "Hayao Miyazaki" "" "Rumi Hiiragi" "Miyu Irino" NA "ns" "spiritedaway" 0 0 0 179 86 NA "5.81" 15.12 NA NA 73 33 1 NA 0 NA
"411" 411 411 "Lara Croft: Tomb Raider" "Par." 274.7 131.2 143.5 "June 15" 2001 "AA" "PG-13" NA 5.7 "AA" "" NA 100 NA "Simon West" "" "Angelina Jolie" "Jon Voight" 115 "ss" "laracroft:tombraider" 0 0 1 NA NA 1.14 "5.66" 201.67 NA 176.77 4 9 47 24 93 30
"412" 412 412 "The Expendables" "LGF" 274.5 103.1 171.4 "August 13" 2010 "Action" "R" 3398 6.5 "Action" "" 34.8 103 10 "Sylvester Stallone" "" "Sylvester Stallone" "Jason Statham" 80 "ss" "theexpendables" 0 0 0 NA NA 1.29 "7.89" 113.68 38.37 88.21 55 58 55 1 58 2
"413" 413 413 "Cloudy with a Chance of Meatballs 2" "Sony" 274.3 119.8 154.5 "September 27" 2013 "Animation" "PG" 4001 6.5 "Animation" "" 34 95 24.4 "Cody Cameron" "Kris Pearn" "Bill Hader" "Anna Faris" 78 "ns" "cloudywithachanceofmeatballs2" 0 0 1 NA NA 1.54 "8.13" 128.2 36.38 83.47 0 2 3 1 15 18
"414" 414 414 "The Nutty Professor" "Uni." 274 128.8 145.1 "June 28" 1996 "Comedy" "PG-13" NA 5.6 "Comedy" "" NA 103 NA "Tom Shadyac" "" "Eddie Murphy" "Jada Pinkett Smith" 54 "ss" "thenuttyprofessor" 0 0 0 55 52 2.39 "4.42" 253.52 NA 106.29 1 0 30 5 67 22
"415" 415 415 "Jerry Maguire" "Sony" 273.6 154 119.6 "December 13" 1996 "Comedy / Drama" "R" NA 7.3 "Comedy" "Drama" NA 138 NA "Cameron Crowe" "" "Tom Cruise" "Cuba Gooding Jr." 50 "hs" "jerrymaguire" 0 0 0 59 74 3.08 "4.42" 303.12 NA 98.42 20 42 39 17 76 34
"416" 416 416 "Bad Boys II" "Sony" 273.3 138.6 134.7 "July 18" 2003 "Action Comedy" "R" 3202 6.6 "Action" "Comedy" 46.5 147 18 "Michael Bay" "" "Martin Lawrence" "Will Smith" 130 "ss" "badboysii" 0 0 0 NA NA 1.07 "6.03" 199.97 67.09 187.56 7 10 5 56 11 106
"417" 417 417 "Lilo & Stitch" "BV" 273.1 145.8 127.3 "June 21" 2002 "Animation" "PG" NA 7.2 "Animation" "" NA 85 NA "Dean DeBlois" "Chris Sanders" "Daveigh Chase" "Chris Sanders" 80 "ss" "lilo&stitch" 0 0 0 145 75 1.82 "5.81" 218.32 NA 119.79 7 22 3 7 3 21
"418" 418 418 "The Silence of the Lambs" "Orion" 272.7 130.7 142 "February 14" 1991 "Thriller" "R" NA 8.6 "Thriller" "" NA 118 NA "Jonathan Demme" "" "Jodie Foster" "Lawrence A. Bonney" 19 "ns" "thesilenceofthelambs" 0 0 0 73 84 6.88 "4.21" 270.09 NA 39.26 26 28 54 NA 43 NA
"419" 419 419 "Grown Ups" "Sony" 271.4 162 109.4 "June 25" 2010 "Comedy" "PG-13" 3534 6 "Comedy" "" 40.5 102 18 "Dennis Dugan" "" "Adam Sandler" "Kevin James" 80 "ss" "grownups" 0 0 0 NA NA 2.02 "7.89" 178.63 44.66 88.21 1 4 50 1 68 13
"420" 420 420 "Neighbors" "Uni." 270.7 150.2 120.5 "May 9" 2014 "Comedy" "R" 3311 6.4 "Comedy" "" NA 96 NA "Nicholas Stoller" "" "Seth Rogen" "Rose Byrne" 18 "ns" "neighbors" 0 0 0 57 65 8.34 "8.17" 159.94 NA 19.17 1 7 11 12 26 23
"421" 421 421 "The Firm" "Par." 270.2 158.3 111.9 "July 2" 1993 "Thriller" "R" NA 6.8 "Thriller" "" NA 154 NA "Sydney Pollack" "" "Tom Cruise" "Jeanne Tripplehorn" NA "ss" "thefirm" 0 0 0 52 63 NA "4.14" 332.66 NA NA 26 39 39 0 76 7
"422" 422 422 "We're the Millers" "WB (NL)" 270 150.4 119.6 "August 7" 2013 "Comedy" "R" 3445 7 "Comedy" "" 26.4 110 17.3 "Rawson Marshall Thurber" "" "Jennifer Aniston" "Jason Sudeikis" 37 "ss" "we'rethemillers" 0 0 0 NA NA 4.06 "8.13" 160.94 28.25 39.59 0 1 33 0 73 5
"423" 423 423 "Gran Torino" "WB" 270 148.1 121.9 "December 12" 2008 "Action Drama" "R" NA 8.2 "Action" "Drama" NA 116 NA "Clint Eastwood" "" "Clint Eastwood" "Christopher Carley" 33 "hs" "grantorino" 0 0 0 224 67 4.49 "7.18" 179.45 NA 39.99 143 148 143 NA 148 NA
"424" 424 424 "10000 B.C." "WB" 269.8 94.8 175 "March 7" 2008 "Period Adventure" "PG-13" 3454 5.1 "Period" "Adventure" 35.9 109 15 "Roland Emmerich" "" "Steven Strait" "Camilla Belle" 105 "ns" "10000b.c." 0 0 0 NA NA 0.9 "7.18" 114.87 43.5 127.23 13 14 0 0 1 5
"425" 425 425 "Epic" "Fox" 268.4 107.5 160.9 "May 24" 2013 "Animation" "PG" 3894 6.7 "Animation" "" 33.5 102 17 "Chris Wedge" "" "Blake Anderson" "Aziz Ansari" 100 "ss" "epic" 0 0 0 110 81 1.07 "8.13" 115.04 35.85 107.01 6 6 0 0 1 11
"426" 426 426 "Exodus: Gods and Kings" "Fox" 268.2 65 203.2 "December 12" 2014 "Drama" "PG-13" 3503 6.1 "Drama" "" 24.1 150 11 "Ridley Scott" "" "Christian Bale" "Joel Edgerton" 140 "hs" "exodus:godsandkings" 0 0 1 NA NA 0.46 "8.17" 69.22 25.66 149.08 31 87 64 12 76 25
"427" 427 427 "Bambi" "RKO" 267.4 102.2 165.2 "August 21" 1942 "Animation" "G" NA 7.4 "Animation" "" NA 69 NA "James Algar" "Samuel Armstrong" "Hardie Albright" "Stan Alexander" NA "ss" "bambi" 0 0 0 NA NA NA "0.27" 3293.11 NA NA 10 3 NA NA NA NA
"428" 428 428 "The Princess and the Frog" "BV" 267 104.4 162.6 "November 25" 2009 "Animation" "G" NA 7.2 "Animation" "" NA 95 NA "Ron Clements" "John Musker" "Anika Noni Rose" "Bruno Campos" 105 "hs" "theprincessandthefrog" 0 0 0 185 73 0.99 "7.50" 121.1 NA 121.8 7 8 5 1 19 1
"429" 429 429 "Batman Returns" "WB" 266.8 162.8 104 "June 19" 1992 "AA" "PG-13" 2644 7 "AA" "" 45.7 126 18 "Tim Burton" "" "Michael Keaton" "Danny DeVito" 80 "ss" "batmanreturns" 2 1 0 70 69 2.04 "4.15" 341.29 95.8 167.71 20 58 58 11 36 39
"430" 430 430 "Something's Gotta Give" "Sony" 266.7 124.7 142 "December 12" 2003 "Romantic Comedy" "PG-13" 2876 6.7 "Romantic" "Comedy" 16.1 128 18 "Nancy Meyers" "" "Jack Nicholson" "Diane Keaton" 80 "hs" "something'sgottagive" 0 0 0 NA NA 1.56 "6.03" 179.92 23.23 115.42 6 5 84 30 95 50
"431" 431 431 "Indecent Proposal" "Par." 266.6 106.6 160 "April 9" 1993 "Romance" "R" NA 5.8 "Romance" "" NA 116 NA "Adrian Lyne" "" "Robert Redford" "Demi Moore" NA "ns" "indecentproposal" 0 0 0 NA NA NA "4.14" 224.01 NA NA 4 4 34 12 47 28
"432" 432 432 "American Gangster" "Uni." 266.5 130.2 136.3 "November 2" 2007 "Crime Drama" "R" 3110 7.8 "Crime" "Drama" 43.6 160 13 "Ridley Scott" "" "Denzel Washington" "Russell Crowe" 100 "ns" "americangangster" 0 0 0 209 69 1.3 "6.88" 164.64 55.13 126.45 31 87 68 36 103 66
"433" 433 433 "Waterworld" "Uni." 264.2 88.2 176 "July 28" 1995 "Sci-Fi Adventure" "PG-13" 2420 6.1 "Sci-Fi" "Adventure" NA 136 NA "Kevin Reynolds" "" "Kevin Costner" "Chaim Jeraffi" 175 "ss" "waterworld" 0 0 0 50 31 0.5 "4.35" 176.4 NA 350 2 5 46 NA 49 NA
"434" 434 434 "The Truman Show" "Par." 264.1 125.6 138.5 "June 5" 1998 "Comedy / Drama" "PG" NA 8.1 "Comedy" "Drama" NA 103 NA "Peter Weir" "" "Jim Carrey" "Laura Linney" NA "ss" "thetrumanshow" 0 0 0 125 83 NA "4.69" 232.99 NA NA 32 56 45 37 88 88
"435" 435 435 "Charlie's Angels" "Sony" 264.1 125.3 138.8 "November 3" 2000 "Action Comedy" "PG-13" 3037 5.5 "Action" "Comedy" NA 98 NA "McG" "" "Cameron Diaz" "Drew Barrymore" 93 "ns" "charlie'sangels" 0 0 0 141 55 1.35 "5.39" 202.25 NA 150.11 24 38 28 32 82 57
"436" 436 436 "The Fifth Element" "Sony" 263.9 63.8 200.1 "May 9" 1997 "Sci-Fi Action" "PG-13" NA 7.6 "Sci-Fi" "Action" NA 126 NA "Luc Besson" "" "Bruce Willis" "Gary Oldman" NA "ns" "thefifthelement" 0 0 0 59 59 NA "4.59" 120.93 NA NA 24 22 21 24 37 44
"437" 437 437 "The Incredible Hulk" "Uni." 263.4 134.8 128.6 "June 13" 2008 "AA" "PG-13" 3508 6.8 "AA" "" NA 114 NA "Louis Leterrier" "" "Edward Norton" "Liv Tyler" 150 "ss" "theincrediblehulk" 6 1 0 NA NA 0.9 "7.18" 163.34 NA 181.75 NA NA 46 12 79 19
"438" 438 438 "Jumanji" "Sony" 262.8 100.5 162.3 "December 15" 1995 "Family Adventure" "PG" 2530 6.9 "Family" "Adventure" NA 104 NA "Joe Johnston" "" "Robin Williams" "Jonathan Hyde" 65 "hs" "jumanji" 0 0 0 NA NA 1.55 "4.35" 201 NA 130 2 6 63 0 80 1
"439" 439 439 "Bridget Jones: The Edge of Reason" "Uni." 262.5 40.2 222.3 "November 12" 2004 "Romantic Comedy" "R" NA 5.9 "Romantic" "Comedy" NA 108 NA "Beeban Kidron" "" "Ren¨¦e Zellweger" "Gemma Jones" 40 "ns" "bridgetjones:theedgeofreason" 0 0 1 NA NA 1.01 "6.21" 56.32 NA 56.04 3 2 25 3 71 6
"440" 440 440 "Knight & Day" "Fox" 261.9 76.4 185.5 "June 23" 2010 "Comedy" "PG-13" 3104 6.3 "Comedy" "" 20.1 130 15.3 "James Mangold" "" "Tom Cruise" "Cameron Diaz" 117 "ss" "knight&day" 0 0 0 NA NA 0.65 "7.89" 84.24 22.16 129.01 5 4 39 28 76 82
"441" 441 441 "Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan" "Fox" 261.6 128.5 133.1 "November 3" 2006 "Comedy" "R" 2611 7.3 "Comedy" "" 26.5 84 21 "Larry Charles" "" "Sacha Baron Cohen" "Ken Davitian" 18 "ns" "borat:culturallearningsofamericaformakebenefitgloriousnationofkazakhstan" 0 0 1 212 81 7.14 "6.55" 170.68 35.2 23.91 4 19 24 1 35 2
"442" 442 442 "Total Recall" "Sony" 261.3 119.4 141.9 "June 1" 1990 "Sci-Fi Action" "R" NA 7.5 "Sci-Fi" "Action" NA 113 NA "Paul Verhoeven" "" "Arnold Schwarzenegger" "Rachel Ticotin" 65 "ss" "totalrecall" 0 0 0 52 74 1.84 "4.23" 245.57 NA 133.69 25 19 23 0 31 4
"443" 443 443 "Michael Jackson's This Is It" "Sony" 261.2 72.1 189.1 "October 28" 2009 "Concert" "PG" NA 7.3 "Concert" "" NA 121 NA "Kenny Ortega" "" "Michael Jackson" "Rachel Ticotin" NA "ns" "michaeljackson'sthisisit" 0 0 0 179 70 NA "7.50" 83.64 NA NA 13 11 16 0 15 4
"444" 444 444 "Robots" "Fox" 260.7 128.2 132.5 "March 11" 2005 "Animation" "PG" 3776 6.3 "Animation" "" 36 90 26 "Chris Wedge" "Carlos Saldanha" "Paula Abdul" "Halle Berry" 75 "ns" "robots" 0 0 0 NA NA 1.71 "6.41" 174 48.86 101.79 6 6 5 41 9 79
"445" 445 445 "The Lone Ranger" "BV" 260.5 89.3 171.2 "July 3" 2013 "Western" "PG-13" 3904 6.5 "Western" "" 29.2 149 14.3 "Gore Verbinski" "" "Johnny Depp" "Armie Hammer" 215 "ss" "theloneranger" 0 0 0 NA NA 0.42 "8.13" 95.56 31.25 230.07 7 10 65 6 115 11
"446" 446 446 "Super 8" "Par." 260.1 127 133.1 "June 10" 2011 "Sci-Fi" "PG-13" 3424 7.1 "Sci-Fi" "" 35.5 112 16 "J.J. Abrams" "" "Joel Courtney" "Jessica Tuck" 50 "ss" "super8" 0 0 0 269 71 2.54 "7.93" 139.33 38.95 54.85 18 41 2 0 5 2
"447" 447 447 "Paddington" "W/Dim." 259.6 76.3 183.3 "January 16" 2015 "Family" "PG" 3355 7.2 "Family" "" NA 95 NA "Paul King" "" "Tim Downie" "Madeleine Worrall" 55 "ns" "paddington" 0 0 0 133 87 1.39 "8.43" 78.74 NA 56.76 0 4 NA NA NA NA
"448" 448 448 "Charlie's Angels: Full Throttle" "Sony" 259.2 100.8 158.3 "June 27" 2003 "Action Comedy" "PG-13" 3485 4.8 "Action" "Comedy" NA 105 NA "McG" "" "Cameron Diaz" "Drew Barrymore" 120 "ss" "charlie'sangels:fullthrottle" 0 0 1 NA NA 0.84 "6.03" 145.43 NA 173.13 24 38 28 32 82 57
"449" 449 449 "Rush Hour 3" "NL" 258 140.1 117.9 "August 10" 2007 "Action Comedy" "PG-13" 3778 6.2 "Action" "Comedy" 49.1 90 14 "Brett Ratner" "" "Chris Tucker" "Jackie Chan" 140 "ss" "rushhour3" 0 0 1 NA NA 1 "6.88" 177.16 62.09 177.03 3 4 8 36 24 44
"450" 450 450 "The Full Monty" "FoxS" 257.9 46 212 "August 15" 1997 "Comedy" "R" NA 7.2 "Comedy" "" NA 91 NA "Peter Cattaneo" "" "Robert Carlyle" "Mark Addy" 3.5 "ss" "thefullmonty" 0 0 0 44 84 13.14 "4.59" 87.19 NA 6.63 19 11 13 1 20 7
"451" 451 451 "Annabelle" "WB (NL)" 256.9 84.3 172.6 "October 3" 2014 "Horror" "R" 3215 5.4 "Horror" "" 37.1 95 11 "John R. Leonetti" "" "Annabelle Wallis" "Ward Horton" 6.5 "ns" "annabelle" 0 0 0 NA NA 12.97 "8.17" 89.77 39.51 6.92 1 4 0 NA 1 NA
"452" 452 452 "The Village" "BV" 256.7 114.2 142.5 "July 30" 2004 "Period Horror" "PG-13" 3733 6.5 "Period" "Horror" 50.7 108 18 "M. Night Shyamalan" "" "Bryce Dallas Howard" "Joaquin Phoenix" 60 "ss" "thevillage" 0 0 0 NA NA 1.9 "6.21" 159.99 71.03 84.06 12 36 14 30 23 110
"453" 453 453 "Erin Brockovich" "Uni." 256.3 125.6 130.7 "March 17" 2000 "Drama" "R" 3070 7.3 "Drama" "" NA 130 NA "Steven Soderbergh" "" "Julia Roberts" "David Brisbin" 52 "ns" "erinbrockovich" 0 0 0 143 73 2.42 "5.39" 202.73 NA 83.93 29 74 51 NA 86 NA
"454" 454 454 "Cliffhanger" "TriS" 255 84 171 "May 28" 1993 "Action Thriller" "R" NA 6.4 "Action" "Thriller" NA 113 NA "Renny Harlin" "" "Sylvester Stallone" "John Lithgow" 70 "ss" "cliffhanger" 0 0 0 49 57 1.2 "4.14" 176.52 NA 147.1 3 12 55 21 58 46
"455" 455 455 "Babe" "Uni." 254.1 63.7 190.5 "August 4" 1995 "Family" "G" NA 6.8 "Family" "" NA 92 NA "Chris Noonan" "" "Christine Cavanaugh" "Miriam Margolyes" NA "ss" "babe" 0 0 0 70 86 NA "4.35" 127.4 NA NA 4 8 2 1 2 2
"456" 456 456 "Wild Hogs" "BV" 253.6 168.3 85.4 "March 2" 2007 "Comedy" "PG-13" 3401 5.9 "Comedy" "" 39.7 99 22 "Walt Becker" "" "Tim Allen" "John Travolta" NA "ns" "wildhogs" 0 0 0 NA NA NA "6.88" 212.82 50.2 NA 0 1 23 40 32 49
"457" 457 457 "High School Musical 3: Senior Year" "BV" 252.9 90.6 162.3 "October 24" 2008 "Musical" "G" 3626 4.4 "Musical" "" 42 100 15 "Kenny Ortega" "" "Zac Efron" "Vanessa Hudgens" 11 "ns" "highschoolmusical3:senioryear" 0 0 1 NA NA 8.24 "7.18" 109.78 50.89 13.33 13 11 24 4 26 17
"458" 458 458 "Hercules" "BV" 252.7 99.1 153.6 "June 15" 1997 "Animation" "G" NA 7.2 "Animation" "" NA 92 NA "Ron Clements" "John Musker" "Tate Donovan" "Josh Keaton" 85 "ss" "hercules" 0 0 0 52 72 1.17 "4.59" 187.84 NA 161.11 7 8 5 2 8 13
"459" 459 459 "True Grit" "Par." 252.3 171.2 81 "December 22" 2010 "Western" "PG-13" 3464 7.7 "Western" "" NA 110 NA "Ethan Coen" "Joel Coen" "Jeff Bridges" "Hailee Steinfeld" 38 "hs" "truegrit" 0 0 0 261 85 4.51 "7.89" 188.78 NA 41.9 109 252 31 23 67 30
"460" 460 460 "Bean" "Gram." 251.2 45.3 205.9 "October 17" 1997 "Comedy" "PG-13" NA 6.3 "Comedy" "" NA 90 NA "Mel Smith" "" "Rowan Atkinson" "Peter MacNicol" 18 "ns" "bean" 0 0 0 59 86 2.52 "4.59" 85.86 NA 34.12 1 0 7 5 14 14
"461" 461 461 "American Hustle" "Sony" 251.2 150.1 101.1 "December 13" 2013 "Drama" "R" NA 7.3 "Drama" "" NA 138 NA "David O. Russell" "" "Christian Bale" "Bradley Cooper" 40 "hs" "americanhustle" 0 0 0 251 82 3.75 "8.13" 160.62 NA 42.8 42 99 64 29 76 65
"462" 462 462 "You've Got Mail" "WB" 250.8 115.8 135 "December 18" 1998 "Romantic Comedy" "PG" 2948 6.5 "Romantic" "Comedy" NA 119 NA "Nora Ephron" "" "Tom Hanks" "Meg Ryan" 65 "hs" "you'vegotmail" 0 0 0 83 57 1.78 "4.69" 214.81 NA 120.58 7 18 76 10 115 25
"463" 463 463 "Enemy of the State" "BV" 250.6 111.5 139.1 "November 20" 1998 "Action Thriller" "R" NA 7.3 "Action" "Thriller" NA 131 NA "Tony Scott" "" "Will Smith" "Gene Hackman" 90 "hs" "enemyofthestate" 0 0 0 84 59 1.24 "4.69" 206.83 NA 166.95 5 13 56 31 106 37
